16,171
17,81
18,82
19,82
20,137
21,66
22,60
23,72
24,106
25,55
26,63
27,46
28,126
29,56
30,50
31,48
32,95
33,37
34,48
35,41
36,85
37,55
38,50
39,31
40,90
41,39
42,34
43,32
44,64
45,39
46,32
47,28
48,57
49,45
50,23
51,42
52,54
53,35
54,29
55,23
56,64
57,30
58,25
59,30
60,46
61,28
62,28
63,21
64,54
65,18
66,21
67,21
68,47
69,18
70,20
71,26
72,39
73,26
74,10
75,20
76,35
77,22
78,19
79,17
80,58
81,31
82,27
83,24
84,42
85,15
86,24
87,13
88,32
89,13
90,14
91,17
92,36
93,20
94,17
95,19
96,35
97,19
98,16
99,17
100,46
101,18
102,12
103,16
104,24
105,22
106,11
107,11
108,27
109,13
110,14
111,15
112,19
113,10
114,17
115,13
116,24
117,12
118,20
119,16
120,23
121,10
122,13
123,17
124,24
125,18
126,15
127,18
128,19
129,12
130,17
131,7
132,21
133,7
134,12
135,8
136,27
137,13
138,10
139,16
140,17
141,10
142,8
143,10
144,9
145,10
146,6
147,8
148,12
149,10
150,8
151,9
152,17
153,8
154,3
155,9
156,19
157,11
158,9
159,7
160,17
161,11
162,12
163,11
164,21
165,6
166,6
167,8
168,21
169,14
170,8
171,7
172,6
173,7
174,5
175,11
176,19
177,4
178,7
179,10
180,10
181,10
182,8
183,10
184,11
185,11
186,8
187,5
188,10
189,5
190,6
191,6
192,11
193,6
194,3
195,5
196,12
197,6
198,6
199,5
200,7
201,3
202,11
203,7
204,12
205,3
206,5
207,5
208,12
209,4
210,7
211,5
212,14
213,3
214,4
215,5
216,12
217,6
218,4
219,1
220,6
221,3
222,5
223,7
224,4
225,9
226,7
227,8
228,9
229,8
230,3
231,8
232,7
233,3
234,7
235,4
236,8
237,12
238,4
239,7
240,16
241,7
242,3
243,7
244,10
245,5
246,5
247,6
248,5
249,6
250,3
251,6
252,9
253,8
254,9
255,3
256,6
257,6
258,4
259,6
260,8
261,3
262,5
263,4
264,6
265,5
266,6
267,3
268,6
269,2
270,4
271,1
272,6
273,5
274,2
276,5
278,3
279,2
280,11
281,1
282,2
283,8
284,6
285,7
286,3
287,2
288,3
289,7
290,2
291,1
292,3
293,1
294,5
295,1
296,5
297,2
298,4
299,3
300,4
301,4
302,6
303,3
304,1
305,3
306,1
307,7
308,3
309,4
310,5
311,1
312,4
313,6
314,3
315,5
316,5
317,3
318,3
319,3
320,10
321,2
322,6
323,9
324,5
325,2
326,2
327,5
328,6
329,3
330,4
331,2
332,4
333,1
335,2
336,5
337,3
338,3
339,4
340,2
341,5
343,5
344,5
346,1
347,2
348,4
349,3
351,1
352,3
353,3
354,4
355,2
356,6
357,1
359,2
360,3
362,3
363,1
364,2
365,1
366,1
367,4
368,7
369,2
372,4
373,3
375,1
376,7
377,1
378,1
379,1
380,1
381,2
382,3
383,1
384,5
385,1
386,2
387,4
388,2
389,2
390,1
391,3
392,5
393,2
394,1
395,1
398,3
399,2
400,4
401,2
402,2
403,2
404,4
405,2
406,4
407,3
408,4
409,2
410,3
411,2
412,1
413,4
414,4
416,5
417,1
420,4
421,3
422,3
423,1
424,4
426,1
427,2
428,2
429,1
431,2
432,1
433,1
434,3
435,2
436,3
437,2
438,1
439,1
440,4
441,2
443,4
444,3
445,2
447,3
448,3
449,2
451,2
452,1
453,1
456,1
457,2
460,2
462,1
464,2
465,1
466,1
467,1
468,1
469,1
470,1
471,2
472,2
473,4
476,1
477,2
478,1
480,1
481,2
484,2
485,1
486,1
488,6
489,1
490,1
491,1
492,3
494,1
497,4
499,2
500,2
501,2
502,1
503,2
504,3
506,3
507,1
508,2
510,1
512,2
513,1
515,1
516,1
519,2
520,1
522,1
526,1
528,1
529,2
532,3
533,1
534,1
535,1
536,2
540,1
541,2
542,1
543,1
544,1
546,1
547,3
548,2
550,1
552,1
555,1
556,1
558,1
559,2
561,1
562,1
563,1
564,1
565,1
566,1
568,2
572,2
575,1
576,3
577,1
578,1
579,1
580,1
581,2
582,1
583,4
584,1
585,1
586,1
588,2
589,1
592,1
593,1
594,1
595,1
599,1
600,1
603,1
604,2
607,1
608,2
611,2
612,3
614,1
616,1
619,1
620,1
622,1
625,2
627,1
628,1
630,1
631,1
633,1
634,1
635,1
636,2
639,1
641,1
644,1
649,1
653,1
655,1
656,1
657,3
659,1
660,3
662,1
663,2
668,1
669,2
671,1
673,1
675,1
678,1
679,3
681,1
682,1
683,1
684,1
686,1
687,1
689,1
692,1
693,1
694,1
696,1
698,2
699,1
700,1
705,1
706,1
708,2
714,1
715,1
718,1
721,1
722,1
732,2
736,1
738,1
742,1
747,1
751,1
752,2
757,1
764,1
765,1
769,1
771,1
773,1
776,2
785,1
792,1
799,1
803,1
804,1
807,1
809,1
811,1
812,1
814,1
815,1
819,1
821,1
830,1
840,2
863,1
892,1
915,1
921,1
926,1
937,1
940,1
968,1
972,1
973,1
977,1
980,2
992,1
995,1
1006,1
1008,1
1016,1
1025,1
1028,1
1041,1
1058,1
1076,1
1214,1
1216,1
1276,1
1396,1
1480,1
1855,1
